Year,Id,Name,Incumbent/Challenger/OpenSeat,Party Code,Party Designation,Total Receipts,Authorized Transfers From,Total Disbursements,Transfers to Authorized,Beginning Cash,Ending Cash,Contrib from Candidate,Loans from Candidate,Other Loans,Candidate Loan Repayments,Other Loan Repayments,Debts Owed By,Total Individual Contributions,State,District,Spec Elec Status,Primary Elec Status,Runoff Elec Status,General Elec Status,General Election Percentage,Contributions from Other Committees,Contributions from Party Committees,Ending Date,Refunds to Individuals,Refunds to Committees
2004,H4TX04062,"CHRISTENSEN, GENE",,2,REP,221390,0,221388,0,0,0,0,200000,0,128343,0,71656,2000,TX,4,,,,,0,0,0,9302004,0,0
2004,H4TX01068,"CHRISTIAN, WALTER WAYNE",,2,REP,323039,0,323037,0,0,0,6105,214152,0,214152,0,0,85233,TX,1,,,,,0,6100,0,12162004,0,0
2004,H4TX04070,"CLARK, STEVE",,2,REP,277788,0,277788,0,0,0,0,274539,0,0,0,274540,0,TX,4,,,,,0,0,0,3312004,0,0
2004,H4TX19136,"CONAWAY, K MICHAEL",O,2,REP,1589566,0,1573274,0,46885,63175,10001,40000,0,22500,0,17500,1175739,TX,11,,W,,W,38,342678,0,12312004,10181,500
2004,H2TX23082,"CUELLAR, ROBERTO ENRIQUE",,1,DEM,1116661,0,1123904,0,2929,-4316,70600,97424,200000,80538,0,242906,601259,TX,28,,W,,W,59,146378,1000,12312004,1501,0
2004,H0TX07055,"CULBERSON, JOHN",I,2,REP,628783,0,617860,0,43123,54044,0,0,0,0,0,0,417838,TX,7,,W,,W,64,210467,294,12312004,100,0
2004,H4TX22023,"DELAY, THOMAS DALE",I,2,REP,2909844,0,3143559,50000,301993,68278,0,0,0,0,0,10033,1433850,TX,22,,W,,W,54,1420263,0,12312004,13750,27500
2004,H6TX25070,"DEVINE, JOHN",O,2,REP,170405,0,170324,0,0,79,11945,138470,0,0,0,283655,13990,TX,10,,,,,0,6000,0,9302004,0,0
2004,H4TX10028,"DOGGETT, LLOYD A MR.",I,1,DEM,1574005,0,2023846,0,1947316,1497474,100,0,0,0,0,0,1095316,TX,25,,W,,W,67,305035,0,12312004,1000,250
2004,H4TX24102,"DUNN, BILL",O,2,REP,3475,0,7043,0,0,0,0,4125,0,0,0,0,900,TX,24,,,,,0,0,0,3092004,0,0
2004,H8TX06035,"EDWARDS, CHET",I,1,DEM,2628693,58169,2664661,0,40579,4612,0,0,45000,0,0,45000,1365080,TX,17,,W,,W,51,1141103,5000,12312004,1100,5294
2004,H4TX10119,"ELLIOTT, PATRICK ROYALL SR",O,2,REP,15654,0,14992,0,0,659,0,3690,0,0,0,3690,10964,TX,10,,,,,0,1000,0,4152004,0,0
2004,H4TX02090,"FASTUCA, GEORGE",,2,REP,535059,0,535059,0,0,0,91277,388320,0,250000,0,0,54612,TX,2,,,,,0,500,0,6302004,0,0
2004,H4TX22155,"FJETLAND, G MICHAEL",,3,IND,11980,0,11978,0,0,0,20,0,0,0,0,0,7960,TX,22,,W,,L,1,4000,0,11222004,0,0
2004,H6TX24057,"FROST, MARTIN",I,1,DEM,4623104,98646,4761288,0,161437,22744,50,0,0,0,0,0,3199918,TX,32,,W,,L,44,1302207,10000,12312004,14500,4894
2004,H2TX17035,"GILL, RUSSELL D",,2,REP,24677,0,24675,0,0,0,0,10100,0,8127,0,7896,14577,TX,17,,,,,0,0,0,12312004,0,0
2004,H4TX04039,"GOHMERT, LOUIS B. MR. JR.",C,2,REP,1870800,194037,1829275,2600,0,41523,0,0,0,0,0,25099,1298830,TX,1,,W,,W,61,360530,17000,12312004,2674,4000
2004,H8TX20077,"GONZALEZ, CHARLES A.",I,1,DEM,715919,0,757300,0,43464,2079,0,0,0,0,0,0,302145,TX,20,,W,,W,39,410510,60,12312004,1000,1000
2004,H6TX12060,"GRANGER, KAY N",I,2,REP,1040904,0,895146,0,162397,308154,0,0,0,0,0,0,637248,TX,12,,W,,W,72,390019,0,12312004,1350,836
2004,H2TX04058,"GRAVES, JOHN",,2,REP,313120,0,313256,0,139,0,50000,2000,0,6329,0,7670,261120,TX,1,,,,,0,0,0,5112004,0,0
2004,H4TX09095,"GREEN, ALEXANDER",O,1,DEM,920183,0,838834,0,0,80696,57000,314000,0,75000,0,239000,352275,TX,9,,W,,W,72,180908,1000,12312004,250,0
2004,H2TX29030,"GREEN, RAYMOND EUGENE 'GENE'",I,1,DEM,662698,0,684970,0,381483,359210,0,0,0,0,0,200,162025,TX,29,,W,,W,94,495605,0,12312004,500,0
2004,H0TX04037,"HALL, RALPH MOODY",I,2,REP,1178472,0,1152827,0,47526,73167,0,0,0,0,0,0,474726,TX,4,,W,,W,68,692835,4775,12312004,0,0
2004,H4TX15068,"HAMILTON, ALEXANDER",,2,REP,7808,0,0,0,0,0,3368,0,0,0,0,0,4440,TX,15,,,,,0,0,0,4292004,0,0
2004,H4TX09103,"HASSAN, A R",O,2,REP,6660,0,6660,0,0,0,0,3125,0,0,0,0,3535,TX,9,,,,,0,0,0,3162004,0,0
2004,H4TX02116,"HENRY, MARK ALAN",,2,REP,409073,0,384798,0,0,24272,0,396000,0,0,0,396000,6235,TX,2,,,,,0,0,0,12312004,0,0
2004,H2TX05121,"HENSARLING, THOMAS JEB",I,2,REP,1595840,0,1043478,0,20384,572745,0,0,0,305000,0,19000,917441,TX,5,,W,,W,64,663682,0,12312004,1500,1500
2004,H4TX25117,"HINOJOSA, LETICIA",,1,DEM,450980,0,450694,0,0,284,20000,132500,0,20000,0,125474,286252,TX,25,,,,,0,11250,0,12312004,7000,0
2004,H6TX15055,"HINOJOSA, RUBEN E.",I,1,DEM,603046,0,818826,0,251133,35353,0,0,0,0,0,0,313275,TX,15,,W,,W,58,279300,12,12312004,1875,2000
2004,H4TX28053,"HOPSON, JAMES FERRELL",,2,REP,43963,0,43581,0,0,0,0,0,0,0,0,0,42963,TX,28,,W,,L,38,1000,0,12312004,0,0
2004,H4TX04047,"IVIE, RAYMOND CURTIS",,2,REP,11635,0,11213,0,0,422,0,0,0,0,0,0,8635,TX,4,,,,,0,1000,2000,12312003,7111,823
2004,H4TX03056,"JENKINS, PAUL DAVID",,3,IND,9321,0,9017,0,0,0,3516,0,0,0,0,0,5805,TX,3,,W,,L,8,0,0,12312004,0,0
2004,H2TX00015,"JOHNSON, EDDIE BERNICE",I,1,DEM,379015,0,405453,0,83212,56772,0,0,0,0,0,13384,131060,TX,30,,W,,W,93,205865,73,12312004,0,1000
2004,H2TX03118,"JOHNSON, SAMUEL ROBERT",I,2,REP,959576,0,771636,0,318363,506303,0,0,0,0,0,0,465788,TX,3,,W,,W,85,481690,0,12312004,0,0
2004,H4TX10077,"KELLEY, JOHN",O,2,REP,41050,0,57363,0,0,0,0,20000,0,20963,0,0,20850,TX,10,,,,,0,0,0,4132004,0,0
2004,H4TX05036,"KINCAID, KYLE",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,TX,4,,,,,0,0,0,1312004,0,0
2004,H4TX25158,"KLEIN, BECKY ARMENDARIZ",,2,REP,808469,99435,804160,0,0,4308,100,0,0,0,0,0,503075,TX,25,,W,,L,30,197257,7000,12312004,0,0
2004,H6TX09033,"LAMPSON, NICOLAS",I,1,DEM,2381206,56249,2405430,0,28608,4384,0,0,173986,124388,114597,17517,1264093,TX,2,,W,,L,42,876234,4500,12312004,5700,2794
2004,H4TX18054,"LEE, SHEILA JACKSON",I,1,DEM,381325,0,370856,103000,149495,159957,0,0,0,0,0,0,167685,TX,18,,W,,W,88,198475,165,12312004,2650,0
2004,H4TX17056,"LESTER, WILLIAM LEON",,2,REP,169160,0,169160,0,0,0,2000,36410,100000,7124,100000,0,26260,TX,17,,,,,0,4250,0,6122004,100,0
2004,H4TX24094,"MARCHANT, KENNY EWELL",O,2,REP,898286,0,781923,0,0,116359,0,300000,0,175000,0,125000,265486,TX,24,,W,,W,63,327600,5000,12312004,200,0
2004,H4TX07057,"MARTINEZ, JOHN",,1,DEM,29106,0,26993,0,0,2111,6950,3587,0,0,0,3587,18419,TX,7,,W,,L,33,150,0,12312004,0,0
2004,H2TX24056,"MASTERSON, STEPHEN A",O,2,REP,0,0,0,0,10,0,0,0,0,0,0,50794,0,TX,24,,,,,0,0,0,12312004,0,0
2004,H4TX02074,"MATHEWS, EMILY JANE",,2,REP,37856,0,37781,0,0,75,356,0,1000,0,1000,0,36000,TX,2,,,,,0,500,0,4012004,0,0
2004,H4TX19185,"MAY, DONALD ROBERT LEE",,2,REP,174068,0,173201,0,0,865,14902,72000,0,37000,0,35000,79016,TX,19,L,,,,0,7500,0,12312004,350,0
2004,H4TX10093,"MCCAUL, MICHAEL",O,2,REP,2992850,0,2988391,0,0,4457,2000,1970000,0,65000,0,618504,718563,TX,10,,W,,W,39,297728,0,12312004,1000,0
2004,H4TX17072,"MCINTYRE, DAVID H",,2,REP,108154,0,107525,0,0,628,0,62904,0,0,0,62905,45140,TX,17,,,,,0,0,0,12312004,0,0
2004,H4TX06190,"MEYER, MORRIS",,1,DEM,121354,0,101080,0,0,20433,24004,0,3420,0,0,10687,57508,TX,6,,W,,L,32,6000,0,12312004,0,0
2004,H4TX09087,"MOLINA, ARLETTE MARTHA",O,2,REP,133798,0,133372,0,0,423,33000,25000,0,0,0,25000,71198,TX,9,,W,,L,26,4600,0,11222004,0,0
2004,H4TX02082,"MOORE, DWIGHT CLINT",,2,REP,186670,0,184506,0,0,2163,5935,125985,0,6200,0,134499,51624,TX,2,,,,,0,0,0,12312004,0,0
2004,H4TX22122,"MORRISON, RICHARD ROBERTS IV",,1,DEM,772297,0,770053,0,0,2243,0,30000,0,30000,0,6025,664308,TX,22,,W,,L,40,74204,0,12312004,2500,0
2004,H4TX04088,"MOSHER, MICHAEL",,2,REP,26143,0,26143,0,0,0,11168,10000,0,0,0,0,1700,TX,4,,,,,0,0,0,3312004,0,0
2004,H4TX04054,"MURPHY, MICHAEL",,2,REP,19189,0,18764,0,0,425,6357,0,0,0,0,0,11831,TX,4,,,,,0,0,0,12312004,0,0
2004,H4TX19102,"NEUGEBAUER, RANDY",I,2,REP,2994489,255324,3245173,0,309161,58476,0,70000,0,0,0,220000,1712325,TX,19,W,W,,W,58,940783,2471,12312004,0,288
2004,H4TX02124,"NICKELL, JOHN W",,2,REP,7695,0,7644,0,0,50,200,0,0,0,0,0,7475,TX,2,,,,,0,0,0,1282005,0,0
2004,H4TX04096,"NICKERSON, JIM",,1,DEM,200065,0,199803,0,0,260,0,149100,0,2500,0,146600,50965,TX,4,,W,,L,30,0,0,12312004,0,0
2004,H4TX16033,"ORTIZ, CARLOS ROBERTO",,2,REP,12427,0,12426,0,0,0,0,291,0,291,0,0,11650,TX,16,,,,,0,300,0,6022004,0,0
2004,H2TX27026,"ORTIZ, SOLOMON P",I,1,DEM,607271,40000,632427,30000,78824,53664,0,0,0,0,0,0,372744,TX,27,,W,,W,63,193054,0,12312004,300,2000
2004,H2TX26127,"PAGE, GARY ROBERT",O,1,DEM,14491,0,15255,0,0,158,6619,0,0,0,0,0,7871,TX,24,,W,,L,34,0,0,12022004,2400,0
2004,H6TX22101,"PAUL, RONALD E.",I,2,REP,525793,0,744969,0,401815,182639,0,0,0,0,0,8718,486498,TX,14,,W,,W,0,30400,0,12312004,0,0
2004,H2TX28032,"PERALES, GABRIEL JR",,2,REP,4275,0,14069,0,13,0,0,0,0,0,0,858,4025,TX,28,,,,,0,0,0,3312004,0,0
2004,H4TX10101,"PHILLIPS, DAVE",O,2,REP,551180,0,551109,0,0,69,0,422361,0,3900,0,418461,121720,TX,10,,,,,0,7000,0,12312004,0,0
2004,H4TX02108,"POE, TED",,2,REP,1771481,213039,1745914,0,0,25565,0,0,0,0,0,0,1096976,TX,2,,W,,W,55,451272,9000,12312004,50,11023
2004,H4TX31016,"PORTER, JON",,1,DEM,37061,0,15618,0,0,4075,0,3618,0,0,0,0,21952,TX,31,,W,,L,32,8043,2000,10132004,0,0
2004,H4TX26057,"REYES, FEDERICO LICO B",,1,DEM,7453,0,9564,0,0,128,6203,6203,0,1000,0,70,0,TX,26,,W,,L,32,0,0,12022004,0,0
2004,H6TX00115,"REYES, SILVESTRE",I,1,DEM,589378,0,618785,0,49534,20124,0,0,0,0,0,0,279239,TX,16,,W,,W,67,305900,0,12312004,150,0
2004,H4TX11026,"RIDDLE, WESLEY ALLEN",,2,REP,136427,0,137427,0,0,0,101659,0,0,0,0,0,34708,TX,11,,,,,0,0,0,3312004,0,0
2004,H8TX28013,"RODRIGUEZ, CIRO D",I,1,DEM,812175,0,894136,0,82150,189,0,0,0,0,0,0,345585,TX,28,,,,,0,465506,170,12312004,500,1000
2004,H4TX10176,"SADUN, LORENZO",O,1,DEM,33136,0,40613,0,0,632,0,0,0,0,0,0,30749,TX,10,,W,,L,2,108,0,11222004,0,0
2004,H4TX22130,"SAENZ, ERIK",,1,DEM,5863,0,5667,0,0,192,0,905,2500,0,0,449,1682,TX,22,,,,,0,0,0,12312004,500,0
2004,H6TX01162,"SANDLIN, MAX",I,1,DEM,1702223,105559,1690816,2000,4249,15655,0,0,0,0,0,3318,667075,TX,1,,W,,L,37,916567,10220,12312004,1176,10294
2004,H4TX20027,"SCOTT, ROGER ALLEN",,2,REP,12775,0,13447,0,0,-623,0,3675,0,647,0,3028,8100,TX,20,,W,,L,19,0,600,12312004,0,0
2004,H2TX03126,"SESSIONS, PETE MR.",I,3,Rep,4520880,250190,4512464,16500,474239,478897,0,0,0,0,0,0,2488111,TX,32,,W,,W,54,1692242,27150,12312004,500,8147
2004,H0TX11024,"SHINE, HUGH D",,2,REP,28736,0,28735,0,0,11687,0,0,0,0,0,0,28656,TX,11,,,,,0,0,0,3312004,10468,0
2004,H4TX19219,"SIMMONS-ASMUSSEN, JERRI LOU",,1,DEM,105,0,0,0,0,0,9210,0,0,0,0,0,105,TX,19,L,,,,0,0,0,5032003,0,0
2004,H6TX21012,"SMITH, LAMAR SEELIGSON",I,2,REP,973780,0,606121,0,466039,833698,0,0,0,0,0,0,606811,TX,21,,W,,W,61,326794,0,12312004,500,1500
2004,H4TX11018,"SNYDER, DOROTHY (DOT) NELSON",,2,REP,863754,0,860943,0,0,3009,252,400000,0,0,0,400000,404223,TX,17,,,,,0,51995,0,12312004,6000,0
2004,H4TX07065,"STATON, PAUL F",,3,IND,7470,0,7469,0,0,0,0,3620,0,0,0,3620,3850,TX,7,,W,,L,1,0,0,11222004,0,0
2004,H8TX17081,"STENHOLM, CHARLIE W.",I,1,DEM,2432634,58209,2479274,11960,68447,21907,0,0,0,0,0,0,1172186,TX,19,,W,,L,40,1189208,5127,12312004,3500,14294
2004,H4TX10085,"STREUSAND, BENJAMIN EARL",O,2,REP,3621532,0,3607176,0,0,14353,0,3489000,0,0,0,3489000,70403,TX,10,,,,,0,6000,0,12312004,0,0
2004,H6TX21095,"SULLIVAN, JOSEPH P",,1,DEM,9019,0,9335,0,0,-316,3557,0,0,0,0,0,5012,TX,23,,W,,L,29,450,0,12312004,0,0
2004,H4TX10143,"TASHENBERG, BRAD",O,2,REP,244495,0,240014,0,0,142,300,219500,0,800,0,39200,24695,TX,10,,,,,0,0,0,12312004,0,0
2004,H4TX07032,"TEXAS, SAM",,2,REP,28100,0,29537,0,0,1223,28100,0,0,0,0,0,0,TX,7,,,,,0,0,0,10152004,0,0
2004,H4TX15100,"THAMM, MICHAEL DAVID",,2,REP,49997,0,49898,0,0,97,0,8000,0,0,0,8000,30982,TX,15,,,,L,40,1500,115,9302004,0,0
2004,H4TX13014,"THORNBERRY, MAC",I,2,REP,351862,0,383724,0,289181,257320,0,0,0,0,0,0,211368,TX,13,,W,,W,92,129868,339,12312004,0,0
2004,H4TX01050,"THORSTENSON, LYLE",,2,REP,457686,0,457686,0,0,0,0,100000,0,15006,0,84993,312014,TX,1,,,,,0,36485,0,6302004,200,0
2004,H4TX27030,"VADEN, WILLIAM R",,2,REP,48980,0,51228,0,0,94,0,45000,0,0,0,35000,3980,TX,27,,W,,L,34,0,0,11222004,0,0
2004,H4TX17064,"WOHLGEMUTH, ARLENE MRS",,2,REP,2586253,222784,2562877,0,0,23375,0,0,0,0,0,0,1749565,TX,17,,W,,L,47,603332,9680,12312004,13227,15123
2004,H4TX23062,"YANTA, VIRGIL WILLIAM",,1,DEM,120880,0,29483,0,0,91396,1980,100000,0,0,0,100000,18900,TX,23,,,,,0,0,0,3312004,0,0
2004,H4UT03104,"BABKA, BEAU",,1,DEM,35337,0,35111,0,0,338,0,0,0,0,0,7473,34782,UT,3,,W,,L,34,225,300,11222004,0,0
2004,H2UT01094,"BISHOP, ROBERT WILLIAM",I,2,REP,437648,0,435494,0,653,2805,2130,0,0,0,0,63859,207915,UT,1,,W,,W,67,225155,2313,12312004,0,0
2004,H2UT02191,"BRIDGEWATER, TIMOTHY ALLEN",,2,REP,439806,0,439189,0,239,852,90000,230920,0,0,0,521185,118083,UT,2,,,,,0,500,0,12312004,6000,0
2004,H6UT03042,"CANNON, CHRISTOPHER B",I,2,REP,640259,0,634195,0,-747,5167,0,0,0,0,0,22746,158227,UT,3,,W,,W,60,197750,280255,12312004,0,0
2004,H4UT02155,"DUNN, RUEL MICHAEL",,2,REP,12406,0,12406,0,0,0,0,520,0,520,0,0,11877,UT,2,,,,,0,0,0,4182004,0,0
2004,H4UT03096,"HAWKINS, GREGORY P",,2,REP,42617,0,38508,0,181,4290,0,7014,0,0,0,48062,35252,UT,3,,,,,0,0,0,12312004,0,0
2004,H0UT02096,"MATHESON, JIM MR.",I,1,DEM,1966015,32754,2021524,0,120837,65328,0,0,0,0,0,0,721061,UT,2,,W,,W,55,1084775,107347,12312004,36,8644
2004,H0UT02138,"SMITH, DEREK W",,2,REP,14154,0,14154,0,34,34,0,14154,0,0,0,1511581,0,UT,2,,,,,0,0,0,12312004,0,0
2004,H2UT02167,"SWALLOW, JOHN",,2,REP,1477450,100781,1471198,0,3972,10222,0,0,0,14000,0,16048,1111990,UT,2,,W,,L,42,244640,16365,12312004,31435,7491
2004,H4UT01041,"THOMPSON, STEPHEN CHARLES C",,1,DEM,73375,0,72540,0,0,833,737,32000,0,0,0,32206,25288,UT,1,,W,,L,29,10350,5000,12312004,0,0
2004,H2UT03207,"THROCKMORTON, JOSEPH MATTHEW",,2,REP,84534,0,84235,0,0,299,0,0,0,0,0,663,70440,UT,3,,,,,0,13462,0,12312004,0,0
2004,H4UT01058,"WATKINS, BRIAN EARL",,1,DEM,17136,0,15035,225,0,2101,0,0,0,0,0,0,16486,UT,1,,,,,0,0,0,12312004,0,0
2004,H4UT02163,"WILDE, DAVID ALAN",,2,REP,28047,0,28045,0,0,0,0,10800,0,1407,0,0,17091,UT,2,,,,,0,0,0,9302004,0,0
2004,H4VA02029,"ASHE, DAVID B",O,1,DEM,469759,0,436620,0,0,33138,0,19000,0,19000,0,0,275684,VA,2,,W,,L,44,174875,200,12312004,0,0
2004,H2VA09010,"BOUCHER, FREDRICK C",I,1,DEM,1560930,0,1628026,0,669916,602821,0,0,0,0,0,0,609238,VA,9,,W,,W,59,882857,1100,12312004,2000,12630
2004,H0VA07042,"CANTOR, ERIC",I,2,REP,2472066,0,2193388,0,120839,399514,0,0,0,46066,0,0,1284850,VA,7,,W,,W,75,1167034,841,12312004,6200,1000
2004,H4VA08133,"CHENEY, LISA MARIE",,2,REP,343469,0,337580,0,0,5884,245,4970,0,4970,0,0,306405,VA,8,,W,,L,36,28697,3139,12312004,235,0
2004,H0VA01052,"DAVIS, JO ANN S.",I,2,REP,450731,0,375339,0,67570,142958,0,0,0,0,0,0,192683,VA,1,,W,,W,79,253507,598,12312004,1025,500
2004,H4VA11020,"DAVIS, THOMAS M III",I,2,REP,2164488,0,1835379,15000,586793,915900,0,0,0,0,0,0,1385470,VA,11,,W,,W,60,758938,0,12312004,4000,0
2004,H4VA02037,"DRAKE, THELMA",O,2,REP,836918,0,829351,0,0,7565,0,0,0,0,0,64971,376758,VA,2,,W,,W,55,445209,14950,12312004,0,0
2004,H4VA08166,"ESHAGPOOR, JANE",,2,REP,28423,0,26679,0,0,1545,0,18350,0,500,0,17850,10073,VA,8,,,,,0,0,0,4252004,0,0
2004,H2VA04052,"FORBES, J. RANDY",I,2,REP,884368,0,858666,0,191836,217537,0,0,0,0,0,25000,511022,VA,4,,W,,W,64,353445,373,12312004,100,0
2004,H6VA05068,"GOODE, VIRGIL H JR",I,2,REP,818460,0,753167,0,311421,376714,0,0,0,0,0,0,523381,VA,5,,W,,W,63,282211,0,12312004,0,0
2004,H2VA06115,"GOODLATTE, ROBERT W",I,2,REP,1022701,0,797676,0,837475,1062492,0,0,0,0,0,0,331839,VA,6,,W,,W,0,666863,196,12312004,1500,7010
2004,H4VA08083,"HANLEY, KATE",,1,DEM,313926,0,313924,0,0,0,0,40000,0,40000,0,0,267065,VA,8,,,,,0,6500,0,12312004,131106,5500
2004,H4VA08174,"HURYSZ, JAMES T",,3,IND,25780,0,24916,0,0,670,24585,0,0,0,0,0,1195,VA,8,,,,L,3,0,0,12312004,0,0
2004,H4VA00023,"LONGMYER, KEN",,1,DEM,75421,0,71872,0,0,4021,0,0,0,0,0,0,61721,VA,11,,W,,L,38,2950,10750,12312004,0,0
2004,H4VA08109,"MARTIN, MELISSA JOY",,2,REP,19094,0,19033,0,0,59,644,0,0,0,0,0,19149,VA,8,,,,,0,0,0,6302004,1000,0
2004,H4VA04025,"MENEFEE, JONATHAN R",,1,DEM,29517,0,30215,0,0,233,0,0,0,0,0,0,26916,VA,4,,W,,L,35,1000,1600,12312004,0,0
2004,H0VA08040,"MORAN, JAMES P JR.",I,1,DEM,1761473,0,1677506,0,40999,124966,0,0,0,0,0,0,1285854,VA,8,,W,,W,59,445892,6000,12312004,6139,8500
2004,H4VA08158,"MUEDA, MATTHEW ALLEN",,2,REP,25902,0,13923,0,0,0,0,20000,0,1687,0,0,3602,VA,8,,,,,0,0,0,8092004,0,0
2004,H4VA08117,"RICCARDI, MICHAEL ANTHONY",,2,REP,103973,0,103973,0,0,0,6583,74350,0,74350,0,0,22936,VA,8,,,,,0,0,0,10112004,0,0
2004,H4VA08091,"ROSENBERG, ANDREW MARC",,1,DEM,420526,0,420527,0,0,0,41990,0,0,0,0,0,355771,VA,8,,,,,0,22000,0,12312004,16778,0
2004,H0VA02035,"SCHROCK, EDWARD LEE",I,2,REP,704897,0,1022521,0,317625,0,0,0,0,0,0,0,373450,VA,2,,,,,0,266670,645,10152004,13850,0
2004,H6VA01117,"SCOTT, ROBERT C BOBBY",I,1,DEM,498894,0,525454,0,35122,7099,0,0,0,0,0,16796,301948,VA,3,,W,,W,69,191675,1700,12312004,0,0
2004,H4VA03035,"SEARS, WINSOME E",,2,REP,207314,0,205812,0,0,1501,0,0,0,0,0,0,142569,VA,3,,W,,L,30,57482,6996,12312004,0,500
2004,H4VA10048,"SOCAS, JAMES ROBERT",,1,DEM,911198,0,921094,0,0,-9895,37300,486452,0,0,0,311700,362096,VA,10,,W,,L,36,14350,5000,11222004,0,0
2004,H4VA09032,"TRIPLETT, KEVIN R.",,2,REP,651079,0,646669,0,0,4158,9348,50000,0,5000,0,45000,420429,VA,9,,W,,L,38,159100,500,12312004,0,0
2004,H4VA05022,"WEED, ALBERT CHARLES II",,1,DEM,483890,0,481071,0,0,2819,226,0,0,0,0,0,465430,VA,5,,W,,L,36,12600,4043,12312004,930,0
2004,H6VA10050,"WOLF, FRANK R",I,2,REP,1460719,0,1611149,0,265814,115383,0,0,0,0,0,0,1016742,VA,10,,W,,W,63,419598,2000,12312004,300,2500
2004,H4VA01047,"WOLFE, CARL STEPHEN II",,1,DEM,37875,0,37874,0,0,0,18000,0,0,0,0,0,19875,VA,1,,,,,0,0,0,9302003,16800,0
2004,H4VI00054,"CHRISTENSEN, DONNA M",I,1,DEM,177530,0,177172,0,7937,8291,0,5000,0,1500,0,10500,122329,VI,0,,W,,W,66,49620,0,12312004,300,0
2004,H4VI00120,"MOSLER, WARREN BRUCE",,3,IND,330630,0,330630,0,0,0,330630,0,0,0,0,0,0,VI,0,,,,L,28,0,0,11242004,0,0
2004,H4VI00104,"OTTLEY, BASIL C JR",,1,DEM,39547,0,34488,0,0,6700,0,9093,0,0,0,14928,27773,VI,0,,,,,0,0,2531,12312004,0,0
2004,H4VT00074,"ANDERSON, ROBERT G",,2,REP,35500,0,35498,0,0,0,0,0,0,0,0,0,35500,VT,0,,,,,0,0,0,9302004,11701,0
2004,H2VT00086,"PARKE, GREGORY TARLE",,2,REP,692329,0,701946,3305,0,0,0,28750,0,2395,0,16591,660435,VT,0,,W,,L,24,0,0,12312004,0,0
2004,H8VT01016,"SANDERS, BERNARD",I,3,IND,836307,0,810050,0,585928,612185,0,0,0,0,0,0,686886,VT,0,,W,,W,67,125150,0,12312004,186,100
2004,H4WA08055,"ALBEN, ALEX",O,1,DEM,843095,0,838993,0,0,4100,2554,304622,0,0,0,43,460530,WA,8,,,,,0,61409,8276,12312004,0,0
2004,H6WA03135,"BAIRD, BRIAN",I,1,DEM,965399,0,850014,15000,571025,686408,0,0,0,0,0,0,623698,WA,3,,W,,W,61,311549,5072,12312004,1000,500
2004,H4WA05093,"BARBIERI, DONALD K",O,1,DEM,1630053,9100,1628666,0,0,1384,370058,0,0,0,0,2018,776233,WA,5,,W,,L,40,454412,20250,12312004,3700,1263
2004,H8WA08049,"BEHRENS-BENEDICT, HEIDI",O,1,DEM,184701,0,185104,0,519,114,0,0,0,0,0,0,182783,WA,8,,,,,0,1250,0,10312004,3600,0
2004,H2WA07077,"CASSADY, CAROL ANN",,2,REP,25138,0,23632,0,289,0,0,13760,0,3667,0,0,11378,WA,7,,W,,L,19,0,0,12022004,200,0
2004,H4WA02132,"COGGESHELL, GLENN E III",,2,REP,2000,0,2000,0,0,0,2000,0,0,0,0,0,0,WA,2,,,,,0,0,0,8212004,0,0
2004,H4WA03072,"COURTNEY, DAWN LORAINE",,2,REP,19298,0,19298,0,0,0,0,0,0,0,0,1285,17734,WA,3,,,,,0,0,0,9162004,100,0
2004,H4WA03098,"CRIST, CHERYL A",,1,DEM,3995,0,3837,0,0,140,3411,0,0,0,0,0,582,WA,3,,,,,0,0,0,9302004,0,0
2004,H4WA05085,"CROSS, SHAUN M",O,2,REP,445563,0,445563,0,0,0,2315,50000,0,212,0,0,390597,WA,5,,,,,0,1000,0,12312004,28390,0
2004,H4WA03080,"CROWSON, THOMAS A",,2,REP,60962,0,55727,0,0,5400,143,31961,0,0,0,31961,28625,WA,3,,W,,L,38,0,0,12312004,0,0
2004,H6WA06021,"DICKS, NORMAN D",I,1,DEM,956738,0,871608,0,145806,230937,0,0,0,0,0,0,543945,WA,6,,W,,W,68,399525,0,12312004,0,7000
2004,H4WA01217,"EASTWOOD, RANDLE FREDRICK",,2,REP,59074,0,64780,0,0,-4557,0,10000,0,0,0,10000,46550,WA,1,,W,,L,35,2300,0,11222004,0,0
2004,H4WA08089,"ESSER, LUKE",O,2,REP,275762,0,268823,0,0,6937,0,18000,0,0,0,20800,198914,WA,8,,,,,0,58375,0,12312004,0,0
2004,H4WA04047,"GRIFFIN, RICK",,3,IND,1136,0,1136,0,0,0,1050,0,0,0,0,0,86,WA,4,,,,,0,0,0,6302004,0,0
2004,H4WA01191,"HAGUE, JANE",,2,REP,245941,0,245918,0,0,22,0,0,0,0,0,0,245062,WA,1,,,,,0,800,0,12312004,46978,0
2004,H2WA04041,"HASTINGS, DOC",I,2,REP,691592,0,557536,0,114630,248689,0,0,0,0,0,45100,398476,WA,4,,W,,W,62,260100,450,12312004,1700,0
2004,H2WA04090,"INSLEE, JAY ROBERT",I,1,DEM,933222,0,882639,0,796405,846991,0,0,0,0,0,0,635667,WA,1,,W,,W,62,273515,2394,12312004,27,0
